HSCODE2,HSCODE4,HSCODE6,allNumber,number_2016
84,8471,847150,1187,123
84,8471,847160,2577,249
84,8471,847170,3025,234
84,8471,847180,2457,221
84,8471,847190,2693,253
84,8471,847149,1307,152
84,8471,847130,1577,136
84,8472,847210,65,2
84,8472,847290,1074,31
84,8473,847310,135,20
84,8473,847329,426,72
84,8473,847340,484,31
84,8473,847321,211,37
84,8473,847350,1988,283
84,8473,847330,9342,556
84,8474,847439,408,1
84,8474,847480,185,0
84,8474,847410,577,1
84,8474,847420,453,1
84,8474,847490,852,2
84,8475,847529,69,1
84,8475,847590,155,3
84,8476,847689,119,1
84,8476,847690,194,4
84,8477,847710,1029,17
84,8477,847740,436,3
84,8477,847780,1761,14
84,8477,847720,560,4
84,8477,847790,2943,24
84,8477,847759,517,14
84,8479,847950,971,13
84,8479,847981,804,14
84,8479,847920,69,0
84,8479,847989,6962,85
84,8479,847960,137,0
84,8479,847982,2638,9
84,8479,847990,6713,64
84,8480,848010,200,5
84,8480,848030,497,12
84,8480,848049,2188,27
84,8480,848020,780,10
84,8480,848060,103,1
84,8480,848071,1915,39
84,8480,848079,1840,24
84,8480,848041,1202,14
84,8480,848050,50,0
84,8481,848120,3249,14
84,8481,848140,1920,6
84,8481,848110,1213,7
84,8481,848190,5011,22
84,8481,848130,2542,12
84,8481,848180,9015,36
84,8482,848220,567,5
84,8482,848240,924,6
84,8482,848210,3722,19
84,8482,848280,3629,15
84,8482,848291,715,5
84,8482,848299,1890,12
84,8482,848250,1087,5
84,8482,848230,581,3
84,8483,848310,3358,16
84,8483,848330,1643,12
84,8483,848350,2348,14
84,8483,848320,514,4
84,8483,848390,5115,21
84,8483,848340,5147,38
84,8483,848360,2802,23
84,8484,848420,1364,7
84,8484,848490,3842,43
84,8484,848410,1150,11
84,8486,848620,959,14
84,8486,848640,498,10
84,8486,848610,243,1
84,8486,848630,242,8
84,8486,848690,2853,41
84,8487,848790,8436,67
85,8501,850120,651,8
85,8501,850132,1201,12
85,8501,850110,4082,52
85,8501,850134,216,3
85,8501,850131,2911,30
85,8501,850151,1614,13
85,8501,850152,2367,13
85,8501,850153,529,5
85,8501,850161,424,3
85,8501,850162,132,1
85,8501,850164,100,2
85,8501,850133,317,7
85,8501,850140,2380,16
85,8503,850300,3082,32
85,8504,850421,126,8
85,8504,850431,4429,176
85,8504,850410,541,4
85,8504,850433,378,8
85,8504,850423,36,2
85,8504,850440,12030,436
85,8504,850450,5518,223
85,8504,850490,3579,202
85,8504,850434,303,19
85,8504,850432,452,13
85,8505,850511,1452,28
85,8505,850520,576,6
85,8505,850519,1193,23
85,8505,850590,2496,63
85,8506,850610,281,14
85,8506,850650,1137,79
85,8506,850690,431,34
85,8506,850640,42,2
85,8506,850680,905,47
85,8507,850720,631,19
85,8507,850730,239,10
85,8507,850750,343,22
85,8507,850760,1046,79
85,8507,850780,2911,142
85,8507,850740,41,4
85,8507,850710,275,4
85,8507,850790,722,50
85,8508,850811,366,5
85,8508,850860,504,8
85,8508,850870,378,6
85,8508,850819,188,3
85,8509,850990,747,9
85,8509,850980,1427,11
85,8509,850940,746,3
85,8510,851030,135,0
85,8510,851090,121,1
85,8510,851010,139,0
85,8511,851130,956,12
85,8511,851150,420,3
85,8511,851110,520,3
85,8511,851190,840,7
85,8511,851140,761,3
85,8511,851180,257,4
85,8512,851230,483,10
85,8512,851290,1314,7
85,8512,851220,1942,9
85,8512,851240,536,2
85,8513,851390,165,4
85,8513,851310,1262,20
85,8514,851410,597,14
85,8514,851440,491,8
85,8514,851430,706,9
85,8514,851490,1011,14
85,8515,851511,435,9
85,8515,851521,218,6
85,8515,851580,1357,23
85,8515,851519,810,19
85,8515,851590,1257,17
85,8515,851531,260,1
85,8516,851629,593,10
85,8516,851631,211,1
85,8516,851610,372,2
85,8516,851650,166,1
85,8516,851660,1351,3
85,8516,851671,599,5
85,8516,851633,58,0
85,8516,851679,1518,12
85,8516,851680,1096,23
85,8516,851690,1766,15
85,8516,851672,143,0
85,8516,851621,32,1
85,8517,851712,495,36
85,8517,851761,195,26
85,8517,851762,4838,305
85,8517,851769,1922,173
85,8517,851770,4559,302
85,8517,851718,866,34
85,8517,851711,52,4
85,8518,851810,1058,61
85,8518,851822,694,34
85,8518,851830,1685,106
85,8518,851821,905,50
85,8518,851850,586,20
85,8518,851829,1556,82
85,8518,851890,1898,82
85,8518,851840,618,18
85,8519,851950,10,0
85,8519,851981,297,18
85,8519,851920,12,0
85,8519,851930,114,3
85,8519,851989,290,12
85,8521,852110,78,5
85,8521,852190,896,68
85,8522,852210,27,1
85,8522,852290,657,35
85,8523,852321,140,12
85,8523,852341,346,37
85,8523,852351,3257,256
85,8523,852329,592,29
85,8523,852359,230,24
85,8523,852380,578,34
85,8523,852349,4153,159
85,8523,852352,776,53
85,8525,852560,485,68
85,8525,852550,291,34
85,8525,852580,2806,151
85,8526,852610,161,4
85,8526,852692,647,49
85,8526,852691,555,46
85,8527,852721,91,4
85,8527,852791,141,10
85,8527,852713,63,3
85,8527,852799,131,7
85,8527,852792,17,0
85,8527,852729,47,0
85,8528,852849,296,27
85,8528,852859,1180,85
85,8528,852841,184,30
85,8528,852869,309,17
85,8528,852851,985,90
85,8528,852872,405,15
85,8528,852861,141,8
85,8528,852871,513,59
85,8529,852990,4927,290
85,8529,852910,2269,141
85,8530,853090,141,4
85,8530,853080,111,4
85,8531,853120,4658,238
85,8531,853180,1706,63
85,8531,853110,959,28
85,8531,853190,1770,102
85,8532,853210,192,10
85,8532,853222,1126,74
85,8532,853224,1342,87
85,8532,853221,836,62
85,8532,853229,1947,113
85,8532,853223,503,34
85,8532,853290,426,20
85,8532,853225,715,39
85,8532,853230,808,39
85,8533,853321,1725,89
85,8533,853329,1130,53
85,8533,853339,295,8
85,8533,853340,2480,107
85,8533,853390,459,18
85,8533,853331,210,9
85,8533,853310,356,22
85,8534,853400,5534,306
85,8535,853510,277,16
85,8535,853529,89,2
85,8535,853540,299,11
85,8535,853521,148,2
85,8535,853590,514,22
85,8535,853530,216,8
85,8536,853630,1252,40
85,8536,853641,2636,56
85,8536,853649,2203,38
85,8536,853620,1167,25
85,8536,853661,499,8
85,8536,853669,7182,305
85,8536,853670,958,78
85,8536,853650,8828,210
85,8536,853610,2272,89
85,8536,853690,9880,352
85,8537,853710,7888,171
85,8537,853720,860,27
85,8538,853810,1931,104
85,8538,853890,6217,202
85,8539,853922,241,5
85,8539,853929,1595,16
85,8539,853910,936,16
85,8539,853932,366,4
85,8539,853939,1683,30
85,8539,853941,177,5
85,8539,853931,442,0
85,8539,853990,1036,21
85,8539,853921,752,10
85,8539,853949,1834,31
85,8540,854020,56,4
85,8540,854060,23,1
85,8540,854011,32,2
85,8540,854081,65,4
85,8540,854089,298,8
85,8540,854040,54,5
85,8540,854071,103,2
85,8541,854121,902,62
85,8541,854130,572,23
85,8541,854110,2970,163
85,8541,854150,1248,95
85,8541,854129,2331,148
85,8541,854190,2204,99
85,8541,854140,5076,219
85,8541,854160,1302,108
85,8542,854232,1959,167
85,8542,854239,6788,371
85,8542,854290,1538,107
85,8542,854231,4152,239
85,8542,854233,1338,51
85,8543,854310,26,2
85,8543,854330,380,6
85,8543,854390,2909,127
85,8543,854320,690,26
85,8543,854370,4804,146
85,8544,854419,3063,162
85,8544,854430,680,8
85,8544,854411,890,50
85,8544,854449,4516,235
85,8544,854420,4444,274
85,8544,854470,1360,82
85,8544,854442,9616,441
85,8544,854460,485,23
85,8545,854519,297,3
85,8545,854590,194,4
85,8545,854520,663,3
85,8546,854620,216,2
85,8546,854610,36,2
85,8546,854690,623,20
85,8547,854710,265,3
85,8547,854790,566,12
85,8547,854720,558,23
85,8548,854890,3900,193
86,8607,860729,324,1
86,8607,860730,291,5
86,8607,860719,51,1
86,8607,860721,60,2
86,8607,860799,83,2
86,8608,860800,200,3
87,8701,870120,28,1
87,8703,870321,104,2
87,8703,870323,886,3
87,8703,870332,69,3
87,8703,870322,66,1
87,8703,870333,60,2
87,8703,870324,766,4
87,8704,870490,43,0
87,8704,870422,32,1
87,8704,870421,59,1
87,8705,870530,22,1
87,8706,870600,26,1
87,8707,870790,148,0
87,8707,870710,103,1
87,8708,870821,279,3
87,8708,870830,1532,5
87,8708,870810,1028,3
87,8708,870850,964,6
87,8708,870829,2371,15
87,8708,870880,1271,8
87,8708,870840,1666,4
87,8708,870892,974,3
87,8708,870893,887,4
87,8708,870894,948,5
87,8708,870895,134,2
87,8708,870899,4911,29
87,8708,870870,1404,3
87,8708,870891,1060,34
87,8709,870919,296,3
87,8709,870990,262,2
87,8711,871190,332,1
87,8712,871200,1262,8
87,8713,871390,97,3
87,8714,871420,295,2
87,8714,871492,953,1
87,8714,871493,572,3
87,8714,871494,1152,4
87,8714,871495,601,0
87,8714,871496,966,4
87,8714,871499,2621,14
87,8714,871410,1886,6
87,8714,871491,1084,5
87,8715,871500,300,2
87,8716,871640,63,1
87,8716,871690,821,6
87,8716,871680,1983,9
88,8801,880100,38,0
88,8802,880211,4,0
88,8803,880310,75,1
88,8803,880330,138,3
89,8903,890391,19,1
90,9001,900120,356,12
90,9001,900140,86,2
90,9001,900110,469,16
90,9001,900190,956,29
90,9001,900130,87,1
90,9001,900150,443,8
90,9002,900219,1599,62
90,9002,900290,1310,45
90,9002,900211,707,24
90,9002,900220,586,19
90,9003,900319,575,2
90,9003,900390,414,3
90,9003,900311,621,4
90,9004,900490,1411,23
90,9004,900410,1128,7
90,9005,900590,181,2
90,9005,900510,211,1
90,9006,900661,102,3
90,9006,900691,816,31
90,9006,900659,441,20
90,9006,900669,124,4
90,9006,900699,464,21
90,9007,900791,182,6
90,9008,900890,77,5
90,9008,900850,67,2
90,9010,901050,137,2
90,9010,901060,194,5
90,9010,901010,35,2
90,9010,901090,130,5
90,9011,901110,156,3
90,9011,901110,156,3
90,9011,901180,812,19
90,9011,901180,812,19
90,9011,901120,91,5
90,9011,901120,91,5
90,9011,901190,339,10
90,9011,901190,339,10
90,9012,901210,142,6
90,9012,901210,142,6
90,9012,901290,127,3
90,9012,901290,127,3
90,9013,901310,80,4
90,9013,901380,2943,179
90,9013,901390,1772,131
90,9013,901320,611,25
90,9014,901480,153,1
90,9014,901490,228,5
90,9014,901410,246,1
90,9015,901530,408,5
90,9015,901580,1730,25
90,9015,901510,189,4
90,9015,901540,33,1
90,9015,901590,611,7
90,9016,901600,291,3
90,9017,901730,1768,19
90,9017,901790,473,3
90,9017,901720,345,4
90,9017,901780,1986,10
90,9018,901812,93,1
90,9018,901813,16,1
90,9018,901820,88,0
90,9018,901831,165,5
90,9018,901839,345,3
90,9018,901819,197,2
90,9018,901850,116,0
90,9018,901890,1875,23
90,9018,901849,420,3
90,9018,901811,63,1
90,9019,901910,989,6
90,9019,901920,167,3
90,9020,902000,446,3
90,9022,902214,33,1
90,9022,902219,398,14
90,9022,902290,186,6
90,9022,902212,20,1
90,9022,902230,159,3
90,9023,902300,1264,41
90,9024,902410,1074,16
90,9024,902490,850,10
90,9024,902480,1751,34
90,9025,902519,2459,24
90,9025,902590,1155,14
90,9025,902511,454,3
90,9025,902580,1791,28
90,9026,902620,3402,29
90,9026,902680,2722,32
90,9026,902690,2341,21
90,9026,902610,2427,17
90,9027,902720,237,6
90,9027,902750,1210,21
90,9027,902710,958,12
90,9027,902790,2495,32
90,9027,902730,751,13
90,9027,902780,3373,46
90,9028,902820,312,3
90,9028,902890,185,1
90,9028,902810,223,2
90,9028,902830,125,3
90,9029,902920,1374,16
90,9029,902990,563,11
90,9029,902910,767,15
90,9030,903020,615,34
90,9030,903032,383,14
90,9030,903010,86,1
90,9030,903039,1413,36
90,9030,903031,537,15
90,9030,903082,842,28
90,9030,903033,1742,42
90,9030,903089,2478,87
90,9030,903040,1010,59
90,9030,903090,3963,121
90,9030,903084,922,32
90,9031,903120,565,23
90,9031,903149,3165,72
90,9031,903110,282,3
90,9031,903190,3430,61
90,9031,903141,374,6
90,9031,903180,3454,65
90,9032,903220,204,5
90,9032,903289,4169,74
90,9032,903210,1902,25
90,9032,903290,1922,38
90,9032,903281,744,9
90,9033,903300,3837,113
91,9101,910191,70,1
91,9101,910199,80,2
91,9101,910129,251,7
91,9101,910119,406,14
91,9102,910211,371,6
91,9102,910219,189,11
91,9102,910229,182,3
91,9102,910212,168,8
91,9102,910299,53,2
91,9102,910221,137,1
91,9102,910291,88,3
91,9103,910310,92,0
91,9104,910400,75,2
91,9105,910519,118,2
91,9105,910591,614,6
91,9105,910599,348,6
91,9105,910511,285,1
91,9105,910521,490,2
91,9106,910690,489,10
91,9106,910610,656,6
91,9107,910700,323,3
91,9108,910811,57,2
91,9108,910820,23,0
91,9109,910910,78,1
91,9109,910910,78,1
91,9110,911090,32,0
91,9111,911180,61,1
91,9111,911190,67,2
91,9113,911390,363,12
91,9113,911320,158,1
91,9114,911490,463,9
92,9205,920590,246,1
92,9208,920890,290,1
92,9208,920810,184,2
92,9209,920999,418,1
92,9209,920994,136,2
94,9401,940130,311,4
94,9401,940169,2086,6
94,9401,940120,447,2
94,9401,940179,1613,14
94,9401,940161,1174,3
94,9401,940190,1404,6
94,9401,940180,2465,11
94,9401,940171,858,9
94,9402,940290,388,2
94,9402,940210,451,2
94,9403,940320,3402,37
94,9403,940340,524,0
94,9403,940310,891,20
94,9403,940360,4072,17
94,9403,940330,732,7
94,9403,940389,1893,14
94,9403,940350,1047,1
94,9403,940390,2612,20
94,9403,940370,1115,10
94,9404,940430,275,1
94,9404,940490,2572,6
94,9404,940421,387,0
94,9404,940429,897,0
94,9405,940520,1251,16
94,9405,940550,922,11
94,9405,940510,1197,11
94,9405,940591,446,3
94,9405,940540,5736,79
94,9405,940599,1877,24
94,9405,940560,586,5
94,9405,940592,638,10
94,9406,940600,297,2
95,9503,950300,3693,32
95,9504,950430,336,4
95,9504,950440,388,4
95,9504,950490,749,16
95,9504,950420,116,1
95,9504,950450,192,16
95,9505,950590,636,3
95,9505,950510,436,2
95,9506,950632,234,3
95,9506,950662,311,6
95,9506,950629,386,1
95,9506,950699,1678,5
95,9506,950639,418,6
95,9506,950691,2009,10
95,9507,950730,171,1
96,9601,960190,270,0
96,9603,960329,1068,1
96,9603,960340,584,4
96,9603,960321,745,2
96,9603,960390,2281,11
96,9603,960330,657,2
96,9603,960350,1287,8
96,9605,960500,284,1
96,9606,960610,534,3
96,9606,960629,731,6
96,9606,960630,143,2
96,9606,960621,725,4
96,9607,960720,579,1
96,9607,960719,1226,1
96,9608,960820,625,8
96,9608,960840,394,4
96,9608,960810,1856,50
96,9608,960860,289,6
96,9608,960830,1745,75
96,9608,960899,610,23
96,9608,960850,230,6
96,9608,960891,164,4
96,9609,960920,234,2
96,9609,960990,439,7
96,9609,960910,812,4
96,9610,961000,412,5
96,9611,961100,450,5
96,9612,961220,209,1
96,9612,961210,678,22
96,9613,961380,492,5
96,9613,961310,31,1
96,9615,961519,823,0
96,9615,961511,686,0
96,9616,961620,404,1
96,9616,961610,670,2
96,9617,961700,1069,13
96,9618,961800,752,8
96,9619,961900,559,1
97,9703,970300,444,1
98,9899,989900,111962,841
